PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4;P7440
20230623;06;2023;7460911;1;2;1;70;23;1;134.86956558;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460912;1;2;1;70;23;1;275.63028218;23;1;;;;;;;;;1;60;0;6;3;1;2;2;;2;;.;9111;97;9700;
20230623;06;2023;7460913;1;2;1;70;23;1;234.05926413;23;1;;;;;2;3;;500000;1;60;0;4;4;1;2;2;;2;;.;8321;49;4921;
20230623;06;2023;7460914;1;2;1;70;23;1;338.19561883;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460918;1;2;1;70;23;1;292.29153197;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460918;2;2;2;70;23;1;292.29153197;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460918;3;2;3;70;23;1;292.29153197;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460918;4;2;4;70;23;1;292.29153197;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460923;1;2;1;70;23;1;240.38487547;23;1;;;;;2;4;;600000;1;28;1;7;4;1;2;2;;2;;.;3322;47;4792;
20230623;06;2023;7460923;1;3;1;70;23;1;240.38487547;23;;1;1;3;4;;;50;1500000;1;5;3;6;1;4;2;2;;2;;1412;4224;55;5511;
20230623;06;2023;7460923;1;4;1;70;23;1;240.38487547;23;1;;;;;1;;20;600000;1;6;2;8;2;10;2;2;;2;;.;0310;84;8422;
20230623;06;2023;7460925;1;2;1;70;23;1;99.8498851;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460925;1;3;1;70;23;1;99.8498851;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460927;1;2;1;70;23;1;243.70954161;23;;1;1;6;1;;;45;1000000;1;2;0;8;1;7;2;2;;1;300000;7231;9313;41;4111;
20230623;06;2023;7460927;1;3;1;70;23;1;243.70954161;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460928;1;2;1;70;23;1;217.22325284;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460928;1;3;1;70;23;1;217.22325284;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460928;1;4;1;70;23;1;217.22325284;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460930;1;1;1;70;23;1;290.08934414;23;1;;;;;;;;;1;74;3;4;5;2;2;2;;2;;.;1420;56;5619;
20230623;06;2023;7460930;1;3;1;70;23;1;290.08934414;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460931;1;3;1;70;23;1;399.13972018;23;;1;1;2;1;;;44;1100000;1;4;3;2;1;3;2;2;;2;;5223;5131;56;5611;
20230623;06;2023;7460932;1;1;1;70;23;1;715.17310473;23;1;;;;;;;;;1;38;0;2;1;10;2;2;;2;;.;3312;64;6412;
20230623;06;2023;7460933;1;1;1;70;23;1;400.65389817;23;1;;;;;2;5;;1160000;1;162;0;6;1;10;2;2;;2;;.;5242;47;4711;
20230623;06;2023;7460936;1;1;1;70;23;1;204.43076543;23;;1;1;4;1;;;48;1160000;1;1;0;6;1;3;2;2;;2;;5223;1412;56;5630;
20230623;06;2023;7460936;1;6;1;70;23;1;204.43076543;23;;2;1;42;1;;;48;1160000;1;12;0;1;1;5;2;2;;2;;5414;5414;56;5630;
20230623;06;2023;7460940;1;2;1;70;23;1;109.83487361;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460940;1;4;1;70;23;1;109.83487361;23;;2;1;20;1;;;40;1000000;1;3;2;6;1;2;2;2;;2;;4222;5131;56;5611;
20230623;06;2023;7460941;1;1;1;70;23;1;547.25316348;23;1;;;;;;;;;1;1;0;5;2;10;2;3;;2;;.;2341;85;8530;
20230623;06;2023;7460942;1;1;1;70;23;1;400.25320703;23;1;;;;;;;;;1;520;0;3;1;5;2;2;;2;;.;5230;47;4761;
20230623;06;2023;7460942;1;2;1;70;23;1;400.25320703;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460943;1;1;1;70;23;1;172.15993843;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460943;1;4;1;70;23;1;172.15993843;23;;1;1;10;1;;;48;1500000;2;;;;;;;2;;2;;2611;;;;
20230623;06;2023;7460944;1;1;1;70;23;1;310.70999727;23;1;;;;;;;;;1;600;3;3;1;2;2;2;;2;;.;4120;86;8622;
20230623;06;2023;7460944;1;2;1;70;23;1;310.70999727;23;1;;;;;1;;20;1000000;1;38;1;7;4;1;2;2;;1;100000;.;2611;69;6910;
20230623;06;2023;7460944;1;4;1;70;23;1;310.70999727;23;;2;1;60;1;;;44;1600000;2;;;;;;;2;;2;;2161;;;;
20230623;06;2023;7460945;1;2;1;70;23;1;162.71833127;23;1;;;;;;;;;1;42;0;3;1;5;2;2;;2;;.;5223;47;4774;
20230623;06;2023;7460945;1;5;1;70;23;1;162.71833127;23;1;;;;;;;;;1;42;0;4;1;7;2;2;;2;;.;9621;86;8610;
20230623;06;2023;7460946;1;1;1;70;23;1;547.25316348;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460949;1;2;1;70;23;1;250.09778159;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460949;1;3;1;70;23;1;250.09778159;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460949;1;4;1;70;23;1;250.09778159;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460951;1;2;1;70;23;1;279.21041266;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7460952;1;2;1;70;23;1;211.88917562;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230622;06;2023;7460952;1;3;1;70;23;1;211.88917562;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460953;1;2;1;70;;1;1505.5744131;25;1;;;;;;;;;1;3;0;6;1;2;2;2;;2;;.;1412;56;5630;
20230623;06;2023;7460954;1;1;1;70;;1;1793.5384995;25;;1;1;1;1;;;90;2000000;1;0;1;7;4;2;2;2;;1;2000000;8331;8331;49;4921;
20230623;06;2023;7460954;1;5;1;70;;1;1793.5384995;25;1;;;;;;;;;1;240;0;4;4;1;2;2;;2;;.;5120;56;5619;
20230623;06;2023;7460955;1;1;1;70;;1;1578.3212903;25;1;;;;;;;;;1;120;0;5;2;10;2;3;;2;;.;4416;84;8422;
20230623;06;2023;7460955;1;2;1;70;;1;1578.3212903;25;;1;1;2;1;;;48;1160000;1;0;2;8;1;4;2;2;;1;600000;9112;9112;68;6820;
20230623;06;2023;7460956;1;5;1;70;;1;1793.5384995;25;1;;;;;;;;;1;2;0;9;3;1;2;2;;2;;.;9111;97;9700;
20230623;06;2023;7460962;1;2;1;70;;1;2384.0719476;25;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460963;1;1;1;70;;1;1079.1533757;25;1;;;;;;;;;1;200;0;5;1;8;2;3;;2;;.;1324;46;4620;
20230623;06;2023;7460963;1;3;1;70;;1;1079.1533757;25;1;;;;;;;;;2;;;;;;;3;;2;;.;.;;.;
20230623;06;2023;7460966;1;2;1;70;;1;1392.7345003;25;1;;;;;;;;;1;60;0;1;1;3;2;2;;2;;.;3255;86;8692;
20230623;06;2023;7460967;1;2;1;70;;1;1208.3021426;25;;1;1;4;1;;;48;2000000;1;1;0;1;1;10;2;2;;2;;4222;4222;47;4741;
20230623;06;2023;7460967;1;3;1;70;;1;1208.3021426;25;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460968;1;4;1;70;;1;1065.0943186;25;;1;1;6;1;;;48;1500000;1;6;0;1;1;5;2;2;;2;;7411;3113;62;6202;
20230623;06;2023;7460969;1;1;1;70;;1;1522.029369;25;1;;;;;;;;;1;280;0;3;1;2;2;2;;2;;.;1412;56;5611;
20230623;06;2023;7460970;1;2;1;70;;1;1511.3334011;25;1;;;;;;;;;1;36;0;3;4;3;2;2;;2;;.;9412;10;1081;
20230623;06;2023;7460973;1;1;1;70;;1;1317.2584389;25;1;;;;;;;;;1;40;0;9;2;8;2;2;;2;;.;2330;85;8530;
20230623;06;2023;7460974;1;3;1;70;;1;2788.7323864;25;1;;;;;2;2;;1000000;1;2;0;8;4;3;2;2;;2;;.;9211;01;0123;
20230623;06;2023;7460977;1;2;1;70;;1;1545.6818875;25;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460979;1;2;1;70;;1;2207.2511392;25;1;;;;;2;2;;1200000;1;1;0;3;1;10;2;2;;1;1300000;.;4222;82;8220;
20230623;06;2023;7460979;1;5;1;70;;1;2207.2511392;25;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460980;1;2;1;70;;1;1339.5386256;25;1;;;;;;1;;1500000;1;5;0;8;1;10;2;2;;2;;.;8153;14;1410;
20230623;06;2023;7460983;2;1;2;70;;1;2216.3057322;25;;1;1;5;1;;;48;1000000;1;2;0;8;1;1;2;2;;2;;7213;7213;45;4520;
20230623;06;2023;7460984;1;1;1;70;;1;1398.1431571;25;;2;1;25;1;;;48;1000000;1;5;0;8;1;6;2;2;;2;;9412;9412;85;8513;
20230623;06;2023;7460984;1;4;1;70;;1;1398.1431571;25;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460984;1;5;1;70;;1;1398.1431571;25;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460985;1;1;1;70;;1;1082.2371174;25;;2;1;120;1;;;48;1300000;1;18;0;4;1;6;2;2;;2;;8321;8321;49;4921;
20230623;06;2023;7460985;1;2;1;70;;1;1082.2371174;25;1;;;;;;;;;1;48;0;3;1;6;2;2;;2;;.;4222;82;8220;
20230623;06;2023;7460987;1;1;1;70;;1;2723.7465677;25;1;;;;;2;5;;1160000;1;36;0;8;3;1;2;2;;2;;.;9111;97;9700;
20230623;06;2023;7460989;1;3;1;70;;1;990.99685141;25;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460989;1;5;1;70;;1;990.99685141;25;;2;1;24;4;;;48;1160000;1;6;0;8;4;1;2;2;;2;;7131;7131;43;4330;
20230623;06;2023;7460993;1;1;1;70;;1;2158.5842867;25;;1;1;2;1;;;48;1500000;1;0;2;8;4;2;2;2;;1;600000;7131;7131;43;4330;
20230623;06;2023;7460993;1;3;1;70;;1;2158.5842867;25;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7460994;1;2;1;70;;1;1082.2371174;25;1;;;;;;;;;1;0;2;3;4;4;2;2;;1;50000;.;5131;56;5611;
20230623;06;2023;7460995;1;1;1;70;27;1;78.059244194;27;;2;1;24;3;;;48;450000;1;6;5;6;3;1;2;2;;2;;9111;9111;97;9700;
20230623;06;2023;7460995;1;2;1;70;27;1;78.059244194;27;;2;1;51;1;;;48;1300000;1;12;5;8;1;9;2;2;;2;;5414;5414;80;8010;
20230623;06;2023;7460996;1;2;1;70;27;1;43.271278931;27;;1;1;12;3;;;48;350000;1;4;0;7;3;1;2;2;;2;;9111;9111;97;9700;
20230623;06;2023;7460997;1;1;1;70;27;1;47.590384823;27;1;;;;;;;;;1;121;0;6;4;1;2;2;;2;;.;5212;47;4781;
20230623;06;2023;7460998;1;1;1;70;27;1;70.962949267;27;1;;;;;1;;40;1000000;1;49;0;3;1;4;2;2;;2;;.;5131;93;9329;
20230623;06;2023;7460999;1;4;1;70;27;1;39.547332512;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461000;1;2;1;70;27;1;56.310377871;27;;1;1;3;4;;;48;1400000;1;1;3;8;1;2;2;2;;2;;9313;9313;41;4111;
20230623;06;2023;7461000;1;5;1;70;27;1;56.310377871;27;1;;;;;1;;40;800000;1;1;3;6;1;7;2;2;;2;;.;9621;56;5611;
20230623;06;2023;7461005;1;1;1;70;27;1;66.522572013;27;1;;;;;;;;;1;120;1;8;2;8;2;2;;2;;.;9112;86;8610;
20230623;06;2023;7461005;1;3;1;70;27;1;66.522572013;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461005;1;4;1;70;27;1;66.522572013;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461007;1;2;1;70;27;1;48.689087915;27;;2;1;48;2;;;40;1160000;1;12;0;4;1;10;2;2;;2;;2342;5230;47;4711;
20230623;06;2023;7461007;1;5;1;70;27;1;48.689087915;27;1;;;;;;;;;1;6;0;8;4;10;2;2;;2;;.;9321;46;4632;
20230623;06;2023;7461008;1;1;1;70;27;1;75.045990438;27;;2;1;104;3;;;60;500000;1;36;0;8;4;3;2;2;;2;;9111;5120;56;5611;
20230623;06;2023;7461008;1;2;1;70;27;1;75.045990438;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461009;1;3;1;70;27;1;32.233143201;27;;2;1;36;1;;;48;1160000;1;48;3;8;2;8;2;2;;2;;2342;4120;84;8412;
20230623;06;2023;7461010;1;1;1;70;27;1;91.122676726;27;1;;;;;;;;;1;120;1;5;2;8;2;3;;2;;.;4120;85;8530;
20230623;06;2023;7461010;1;2;1;70;27;1;91.122676726;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461011;1;2;1;70;27;1;55.702605899;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461012;1;1;1;70;27;1;63.517180903;27;;2;1;20;1;;;40;700000;1;6;0;8;1;2;2;2;;2;;5141;5141;96;9602;
20230623;06;2023;7461014;1;1;1;70;27;1;68.797027331;27;;2;1;16;4;;;48;300000;1;4;5;8;4;1;2;2;;2;;5246;5246;56;5611;
20230623;06;2023;7461015;1;1;1;70;27;1;90.854454925;27;1;;;;;;;;;1;60;1;8;1;6;2;2;;2;;.;2342;88;8891;
20230623;06;2023;7461018;1;1;1;70;27;1;67.023860386;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461018;1;2;1;70;27;1;67.023860386;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461022;1;1;1;70;27;1;54.165944077;27;1;;;;;;;;;1;144;1;5;2;10;2;2;;2;;.;4120;85;8530;
20230623;06;2023;7461022;1;2;1;70;27;1;54.165944077;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461023;1;1;1;70;27;1;63.362245876;27;1;;;;;;;;;1;1;0;4;4;1;2;2;;2;;.;5246;56;5619;
20230623;06;2023;7461024;1;4;1;70;27;1;42.794382021;27;1;;;;;1;;40;600000;1;8;2;9;3;1;2;2;;2;;.;9111;97;9700;
20230623;06;2023;7461025;1;1;1;70;27;1;94.918882884;27;;2;1;16;1;;;40;1500000;1;6;1;8;1;3;2;2;;2;;9313;9313;41;4111;
20230623;06;2023;7461025;1;2;1;70;27;1;94.918882884;27;;1;1;8;1;;;40;2000000;2;;;;;;;2;;2;;2635;;;;
20230623;06;2023;7461026;1;2;1;70;27;1;50.236643239;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461026;1;3;1;70;27;1;50.236643239;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461029;1;1;1;70;27;1;51.501410788;27;1;;;;;;;;;1;62;0;5;2;10;2;2;;2;;.;9112;84;8412;
20230623;06;2023;7461029;1;3;1;70;27;1;51.501410788;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461031;1;1;1;70;27;1;100.89714248;27;1;;;;;;;;;1;3;0;8;4;1;2;2;;2;;.;7412;95;9522;
20230623;06;2023;7461031;1;2;1;70;27;1;100.89714248;27;1;;;;;;;;;1;360;0;8;1;10;2;2;;2;;.;8160;11;1101;
20230623;06;2023;7461033;1;2;1;70;27;1;67.470140364;27;;1;1;12;1;;;60;1160000;2;;;;;;;2;;2;;5321;;;;
20230623;06;2023;7461033;1;3;1;70;27;1;67.470140364;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461034;1;1;1;70;27;1;98.955867004;27;1;;;;;;;;;1;0;2;2;4;1;2;2;;2;;.;5141;96;9602;
20230623;06;2023;7461035;1;1;1;70;27;1;77.261120057;27;1;;;;;;;;;1;12;0;4;4;3;2;2;;2;;.;9311;07;0722;
20230623;06;2023;7461035;1;3;1;70;27;1;77.261120057;27;1;;;;;;;;;1;166;0;4;3;1;2;2;;2;;.;9112;97;9700;
20230623;06;2023;7461035;1;4;1;70;27;1;77.261120057;27;;1;1;2;2;;;40;1500000;1;2;0;8;2;8;2;2;;2;;2330;2330;85;8530;
20230623;06;2023;7461035;1;5;1;70;27;1;77.261120057;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461036;1;1;1;70;27;1;62.465355285;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461037;1;3;1;70;27;1;70.795259807;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461037;1;4;1;70;27;1;70.795259807;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461038;1;1;1;70;27;1;54.256242425;27;;2;1;20;1;;;40;2000000;1;9;0;8;1;4;2;2;;2;;2142;2142;42;4210;
20230623;06;2023;7461038;1;2;1;70;27;1;54.256242425;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461038;1;3;1;70;27;1;54.256242425;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461039;1;1;1;70;27;1;56.210233504;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461040;1;1;1;70;27;1;44.980093576;27;;2;1;20;2;;;40;1200000;1;6;0;8;1;7;2;2;;2;;3355;3512;88;8891;
20230623;06;2023;7461040;1;2;1;70;27;1;44.980093576;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461040;1;3;1;70;27;1;44.980093576;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461042;1;1;1;70;27;1;65.970578003;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461043;1;2;1;70;27;1;46.767693303;27;1;;;;;;;;;1;16;2;8;4;1;2;2;;2;;.;9112;81;8121;
20230623;06;2023;7461043;1;3;1;70;27;1;46.767693303;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461043;1;6;1;70;27;1;46.767693303;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461046;1;2;1;70;27;1;51.182346272;27;;1;1;9;4;;;50;1000000;1;8;1;4;4;1;2;2;;2;;8321;8321;49;4921;
20230623;06;2023;7461046;1;3;1;70;27;1;51.182346272;27;1;;;;;2;5;;2000000;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461046;1;4;1;70;27;1;51.182346272;27;1;;;;;2;5;;1800000;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461047;1;1;1;70;27;1;65.803113436;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461048;1;1;1;70;27;1;56.909524364;27;;2;1;18;1;;;40;2000000;2;;;;;;;2;;2;;2161;;;;
20230623;06;2023;7461048;1;4;1;70;27;1;56.909524364;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461052;1;2;1;70;27;1;77.734943147;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461053;1;1;1;70;27;1;68.30183867;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461053;1;2;1;70;27;1;68.30183867;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461054;1;1;1;70;27;1;98.10418797;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461054;1;2;1;70;27;1;98.10418797;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461055;1;1;1;70;27;1;86.586383629;27;;1;1;2;4;;;60;1000000;1;0;2;8;4;2;2;2;;2;;8324;8324;49;4921;
20230623;06;2023;7461057;1;4;1;70;27;1;56.388418083;27;1;;;;;;;;;1;244;0;5;2;10;2;3;;2;;.;2635;84;8412;
20230623;06;2023;7461058;1;2;1;70;27;1;57.854511054;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461059;1;1;1;70;27;1;78.250831195;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461059;1;2;1;70;27;1;78.250831195;27;;1;1;4;1;;;48;1160000;2;;;;;;;2;;2;;5223;;;;
20230623;06;2023;7461062;1;1;1;70;27;1;50.391416635;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461062;1;2;1;70;27;1;50.391416635;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461062;1;3;1;70;27;1;50.391416635;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461062;1;4;1;70;27;1;50.391416635;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461064;1;1;1;70;27;1;39.730452343;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461064;1;2;1;70;27;1;39.730452343;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461065;1;1;1;70;27;1;49.103215067;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461066;1;2;1;70;27;1;79.156033538;27;1;;;;;;;;;1;48;5;8;3;1;2;2;;2;;.;9111;97;9700;
20230623;06;2023;7461066;1;7;1;70;27;1;79.156033538;27;;2;1;24;2;;;48;1600000;1;20;5;9;2;10;2;2;;2;;5412;0310;84;8423;
20230623;06;2023;7461067;1;1;1;70;27;1;65.087626233;27;1;;;;;;;;;1;60;1;4;4;1;2;2;;2;;.;6111;01;0112;
20230623;06;2023;7461067;1;2;1;70;27;1;65.087626233;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461069;1;1;1;70;27;1;67.970443033;27;1;;;;;;;;;1;24;5;8;4;2;2;2;;2;;.;5141;96;9602;
20230623;06;2023;7461071;1;1;1;70;27;1;75.203558212;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461072;1;2;1;70;27;1;34.67937826;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461072;1;3;1;70;27;1;34.67937826;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461072;1;4;1;70;27;1;34.67937826;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461072;1;6;1;70;27;1;34.67937826;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461072;1;7;1;70;27;1;34.67937826;27;;1;1;4;4;;;48;1160000;1;1;0;8;4;3;2;2;;2;;8321;9313;41;4111;
20230623;06;2023;7461072;1;10;1;70;27;1;34.67937826;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461074;1;3;1;70;27;1;57.632054846;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461078;1;1;1;70;27;1;65.16708854;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461078;1;2;1;70;27;1;65.16708854;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461078;1;3;1;70;27;1;65.16708854;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461080;1;1;1;70;27;1;68.280095341;27;;1;1;12;3;;;48;1300000;1;5;1;8;3;1;2;2;;2;;9111;9111;97;9700;
20230623;06;2023;7461080;1;2;1;70;27;1;68.280095341;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461083;1;1;1;70;27;1;65.955038468;27;1;;;;;;;;;1;132;5;9;4;1;2;2;;2;;.;9311;07;0722;
20230623;06;2023;7461084;1;2;1;70;27;1;77.655665101;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461084;1;3;1;70;27;1;77.655665101;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461085;1;2;1;70;27;1;46.112223515;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461086;1;2;1;70;27;1;44.799057482;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461086;1;3;1;70;27;1;44.799057482;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461087;1;1;1;70;27;1;64.114803921;27;1;;;;;2;5;;1800000;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461088;1;1;1;70;27;1;67.268204501;27;1;;;;;;;;;1;72;0;5;2;10;2;3;;2;;.;2330;85;8530;
20230623;06;2023;7461092;1;3;1;70;27;1;35.738235123;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461093;1;1;1;70;27;1;34.405581665;27;1;;;;;2;5;;1300000;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461093;1;2;1;70;27;1;34.405581665;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461096;1;2;1;70;27;1;32.292478304;27;;2;1;52;1;;;48;1800000;2;;;;;;;2;;2;;2161;;;;
20230623;06;2023;7461097;1;2;1;70;27;1;31.836540716;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461099;1;1;1;70;27;1;27.197106108;27;1;;;;;2;5;;2000000;1;1;2;6;5;2;2;2;;2;;.;5249;41;4112;
20230623;06;2023;7461099;1;5;1;70;27;1;27.197106108;27;1;;;;;;;;;1;240;0;5;2;10;2;2;;2;;.;2341;85;8530;
20230623;06;2023;7461100;1;1;1;70;27;1;62.221468077;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461101;1;2;1;70;27;1;59.12677856;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230623;06;2023;7461104;1;1;1;70;27;1;52.420840049;27;;1;1;4;1;;;48;1160000;2;;;;;;;2;;2;;2342;;;;
20230623;06;2023;7461105;1;2;1;70;27;1;73.757861814;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
